Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV46,OUT035,2079.2018448930635
NCP29,OUT045,979.5590065491336
FDE09,OUT018,1674.106869156979
NCU06,OUT027,5997.103058628244
FDT19,OUT010,420.87114967856024
DRF15,OUT017,2411.806868135616
DRI51,OUT013,2766.757090729773
NCX54,OUT013,1655.2944136788806
DRE01,OUT013,3953.1795316182083
NCB07,OUT045,3065.395336085143
FDU50,OUT035,1880.0451525332965
FDG40,OUT035,602.4666676892613
FDW10,OUT018,2741.0465936483465
FDX51,OUT013,3125.104347086682
NCP17,OUT045,992.9480354106768
FDP21,OUT035,3182.053428843353
FDL04,OUT045,1639.9887859926382
FDV23,OUT013,2104.2640379862505
FDF24,OUT046,1306.239258454866
FDH56,OUT027,2988.8800902976586
FDB51,OUT049,944.4833607747287
FDI58,OUT027,2703.985710567546
FDR20,OUT013,775.0401138642089
FDC51,OUT018,2013.1445525121776
FDB16,OUT027,2381.621143854523
FDE40,OUT049,926.3638685780011
NCM17,OUT035,672.8302197285619
FDU56,OUT035,3147.9852826792903
FDS32,OUT019,299.2571993470445
FDX02,OUT049,3709.9725840817014
FDT39,OUT027,3924.78182439535
FDE35,OUT017,866.0741294896703
NCI42,OUT019,576.8149073036159
DRL23,OUT046,1645.18112708211
FDA10,OUT046,2062.043398014296
FDA11,OUT013,1538.8628140512565
NCM06,OUT046,2498.535989737284
NCT05,OUT035,4126.429319347258
NCQ02,OUT010,496.0991104959735
NCY06,OUT049,2080.007546528092
FDY56,OUT035,3746.1633197389356
FDL02,OUT035,1641.2896450073372
NCI06,OUT035,2915.2000246383673
FDQ14,OUT045,2448.6001009069087
FDQ12,OUT017,3817.712175715172
FDP36,OUT046,749.0017404017864
FDK21,OUT027,5990.436366834069
FDO40,OUT045,2452.24111556424
NCK54,OUT019,285.1694930361658
FDY09,OUT018,2857.0016510579385
NCW30,OUT049,4130.280040254539
NCC55,OUT027,1203.6347198280462
FDE58,OUT018,1871.6666646797657
FDR39,OUT013,3029.091024245773
FDU28,OUT049,3093.1086273851456
FDH08,OUT017,3848.7837456934194
FDG35,OUT045,2924.913766608048
FDG22,OUT049,607.6510522296707
FDC34,OUT035,2520.696865953125
FDP15,OUT018,3675.212846657769
FDK34,OUT010,574.1799593044232
FDU45,OUT035,1911.1836390390447
FDQ04,OUT027,1210.0323856019356
FDX22,OUT018,3309.3557858458457
FDB45,OUT017,1641.9777088729957
NCH43,OUT027,5997.103058628244
DRE60,OUT046,3609.450173487292
FDD17,OUT027,5992.433691818338
NCM54,OUT017,2093.1810186862886
NCH55,OUT013,2112.22145202914
NCT06,OUT017,2684.7757432289864
FDA48,OUT027,5986.879517563694
FDY58,OUT027,6002.657232882886
FDO25,OUT045,3442.886959209918
FDN50,OUT045,1487.5794777477274
FDH35,OUT035,2645.50941050361
FDK09,OUT045,3678.190250922371
FDO16,OUT013,1424.4569992580414
FDW11,OUT045,1029.7243043103413
FDU47,OUT027,3126.4571548740105
NCQ42,OUT010,293.49040081454933
FDK55,OUT027,2509.693076204209
FDN08,OUT049,1923.7613271402495
FDT57,OUT045,3934.6308900096024
FDJ12,OUT018,3271.8680496685843
DRL59,OUT017,773.1304945463266
NCN53,OUT046,611.2671646184435
FDO51,OUT010,128.57780097894886
FDK56,OUT017,3123.614831168647
FDY12,OUT035,799.8987367712812
FDU15,OUT035,604.1188060800627
FDQ19,OUT046,4048.4522810227086
DRF15,OUT045,2444.65230023374
DRE25,OUT019,228.80913862453747
FDK57,OUT018,1949.5494679836972
FDD33,OUT010,569.3782345511652
FDR34,OUT027,6002.657232882886
FDU04,OUT045,2059.410080431766
FDE35,OUT019,131.71983996629356
NCD31,OUT035,2767.64550260632
FDJ56,OUT035,1610.1072501737647
NCU53,OUT046,2683.2511540401583
FDD39,OUT035,3470.394141187128
NCU17,OUT019,249.1965485346367
FDJ20,OUT046,2065.4004895673665
NCW41,OUT018,2568.901077696533
FDL52,OUT035,635.3888648058008
FDS39,OUT035,2087.0281180015236
DRJ47,OUT045,2816.7933709963127
FDP13,OUT010,128.57780097894886
DRK39,OUT010,195.47180261081877
FDF28,OUT010,285.7958987276627
FDB09,OUT045,2042.752542860361
FDM51,OUT046,1612.1104888566094
DRM49,OUT018,713.6418025158121
DRF23,OUT013,2836.1155146513584
DRH01,OUT035,2830.1576010270846
FDH12,OUT027,2877.6731699096663
FDA28,OUT019,285.91768594228313
FDW37,OUT018,1394.5752325499896
FDF02,OUT046,1646.148471441696
DRL37,OUT046,677.0718851694202
NCF43,OUT046,2089.195717446233
FDH08,OUT010,574.3192668643917
FDR34,OUT019,578.9026461206158
NCK19,OUT049,3169.7344679924427
NCD55,OUT018,650.9065794208419
FDT27,OUT049,3808.9646739426307
FDQ57,OUT045,2443.623690706769
FDA47,OUT035,2617.4105069948364
DRG15,OUT027,1458.34267321047
FDE05,OUT018,2372.311284148791
FDN46,OUT046,1624.8721605151923
FDX27,OUT027,2585.5044252587845
FDT51,OUT045,1707.282693373641
FDU33,OUT013,729.3279692598346
FDJ16,OUT027,1402.7828266750023
FDD20,OUT019,281.46856081801684
FDT36,OUT049,605.5397453488439
DRF15,OUT027,3896.5411771720974
FDN52,OUT010,208.31102959861778
FDC22,OUT027,5461.26548260847
FDX15,OUT045,2602.6890186216474
FDT13,OUT013,3112.9127966158344
FDU04,OUT017,2094.4733426378666
FDU31,OUT019,578.297955480312
FDW59,OUT027,2381.621143854523
NCO29,OUT046,2727.8205014400305
FDL15,OUT035,2466.8609924348184
FDI41,OUT049,2455.57558328018
FDQ48,OUT049,1606.6928954834302
DRI39,OUT013,949.2719633596525
FDI08,OUT013,4165.576562876403
FDC21,OUT049,1702.0187633706064
FDF58,OUT035,966.951625456469
FDS08,OUT010,432.68535305795905
FDE47,OUT045,2037.5780603518128
NCP18,OUT019,362.5286556984652
NCR41,OUT013,1575.8885633818854
FDA27,OUT013,4182.020031618606
FDA43,OUT035,3162.255530245419
FDA49,OUT045,1363.3175548701113
NCE55,OUT018,2929.929180122475
DRM49,OUT027,1223.6619675466004
FDF22,OUT027,5985.100247521102
FDQ15,OUT018,1311.5730304112583
NCS54,OUT017,2979.8962105083283
NCY05,OUT013,659.3212806377601
FDR45,OUT046,3977.007001669839
FDK57,OUT049,2055.277969177496
FDF41,OUT010,569.3782345511652
FDV21,OUT046,2087.9074822294597
FDD51,OUT046,740.491507587411
FDF33,OUT046,1665.5557041009451
FDA38,OUT046,4015.609801933603
FDR56,OUT045,3132.40844214903
NCN41,OUT017,2086.247731586299
FDC60,OUT027,2442.9804469225583
FDB47,OUT045,3443.085906046563
DRH01,OUT013,2824.287038406488
FDW08,OUT046,1646.4394054629481
FDF38,OUT027,1208.0663693533486
FDY32,OUT017,2595.8336757485795
FDG34,OUT049,1659.0219582691652
FDG47,OUT019,567.8509845150521
NCF18,OUT035,3063.670665261775
FDL39,OUT019,449.93010793842643
NCH55,OUT035,2054.991049883393
DRJ35,OUT049,929.8250538872994
FDS44,OUT035,3914.793041777989
DRE01,OUT018,3625.9197519985364
FDY39,OUT013,3129.1243733187835
FDY32,OUT018,2547.535811501608
FDR33,OUT027,2974.2047645065027
NCP50,OUT049,1303.8806197331742
FDZ47,OUT018,1576.6946505493313
FDU57,OUT049,2461.59383633557
FDY44,OUT013,3110.4912726949947
DRH59,OUT018,1139.8425253366347
FDB03,OUT027,5986.879517563694
FDY46,OUT045,3067.60005468539
FDM39,OUT045,2885.1435148996666
FDY36,OUT035,1170.3092314717169
NCM55,OUT035,3137.086235088135
FDJ50,OUT010,128.57780097894886
DRL60,OUT013,2390.446168290914
NCJ54,OUT049,3811.016478897091
FDX59,OUT017,587.3015563979725
FDI07,OUT013,3182.1388032217133
DRF51,OUT010,128.57780097894886
FDM14,OUT017,1663.299415438593
FDP21,OUT045,3172.9311441845875
FDE40,OUT035,994.3070374990627
FDE05,OUT035,2437.0301064299383
FDM13,OUT027,3126.4571548740105
FDC34,OUT027,4103.33290141974
NCI55,OUT018,2026.6272323876792
NCE43,OUT018,2727.9057654748885
FDW58,OUT018,1628.276548628694
FDG60,OUT045,3877.987401616271
FDV31,OUT017,2845.7085524783997
FDR47,OUT013,3025.1417927298344
FDM60,OUT019,128.57780097894886
NCF06,OUT018,3777.184656445488
NCN26,OUT027,3009.3426048463675
FDQ59,OUT049,1371.3196381468317
FDF09,OUT046,610.609606696099
NCS06,OUT017,4089.4296789929026
FDT44,OUT046,1946.2945397355031
FDI19,OUT017,3933.4838785286634
FDT22,OUT017,910.6523032448283
NCF54,OUT027,4322.5882474013315
DRG25,OUT045,3179.5357480097528
FDB59,OUT017,3110.385617044921
FDQ37,OUT017,3064.7793723631376
FDP56,OUT035,745.2564276675178
FDW44,OUT035,2883.9079097283866
FDJ26,OUT010,567.8131374829242
FDU43,OUT018,3639.799644019822
FDW33,OUT045,1645.918628707599
NCX53,OUT027,3161.0338236700863
FDN56,OUT010,357.77115784379134
DRF15,OUT049,2431.945159537105
FDO33,OUT017,1902.9275277606864
FDZ39,OUT010,242.50312771102006
NCJ19,OUT017,867.2707908278845
FDU01,OUT035,3114.5004755800414
FDT12,OUT035,3744.2462963934736
NCM18,OUT018,990.757002942667
FDP19,OUT017,2084.826353056276
NCR42,OUT049,607.4760031402178
FDN10,OUT046,1947.361457925164
FDG44,OUT017,867.3276242784019
FDQ10,OUT046,2883.473861381201
DRH13,OUT049,1648.0883721949788
FDT52,OUT013,4072.129195459457
FDM56,OUT045,1708.0603694962224
NCO43,OUT010,242.50312771102006
NCV29,OUT035,3007.8446887129417
NCF06,OUT013,4192.424890848696
FDO50,OUT035,1390.2708455682439
FDT59,OUT013,3910.7027725013754
FDX40,OUT027,1203.0065938927814
FDE50,OUT017,3091.3087612688496
FDX51,OUT017,3185.101585700013
NCD30,OUT018,1576.9286845380802
FDK15,OUT013,1619.7251043506853
FDL12,OUT045,933.9419480172021
FDK46,OUT017,4066.938789220321
DRH49,OUT010,184.95198493447654
FDQ57,OUT046,2444.714060278457
FDY59,OUT017,1431.5199543900503
FDO09,OUT018,3761.170204544683
NCG30,OUT035,2058.244576858521
FDM09,OUT017,2758.6152989274638
NCN17,OUT027,2834.7822193288184
NCS42,OUT013,1462.898988539671
FDD02,OUT019,277.8401855668162
FDE34,OUT013,3110.2900771328523
FDU38,OUT045,3150.7753966890505
FDB33,OUT046,2587.1949173316552
NCJ29,OUT017,1378.7205939772714
FDZ27,OUT035,744.6728087381556
FDI40,OUT013,1612.7453998494434
FDG22,OUT013,664.0744226827723
FDT51,OUT017,1717.2596814129734
FDF20,OUT018,3020.6907162699663
FDV50,OUT035,2048.9596480981795
FDT02,OUT049,606.1678712841084
DRC49,OUT017,2405.8050379350166
FDF26,OUT049,2425.4998299444305
FDV52,OUT035,1970.137415980481
FDX59,OUT049,605.3623475274286
FDV25,OUT035,3644.5195133474795
FDW23,OUT027,1207.547548855347
FDE53,OUT018,1632.5081554946269
FDA19,OUT017,2080.526828022957
FDH22,OUT046,2067.1852964573413
NCO41,OUT013,1597.827645722068
FDX12,OUT017,4012.1835772655995
FDF17,OUT013,3132.231083286363
FDS11,OUT045,3707.094093451796
FDR51,OUT035,2459.3058580578404
FDT49,OUT010,240.07028548624615
FDC56,OUT013,2082.5750229481046
FDR13,OUT027,3008.1616531439336
FDQ60,OUT035,2038.6045251408564
FDN38,OUT049,4014.1877068240124
NCL29,OUT013,2552.128815968046
FDO13,OUT027,4311.037438541627
FDE26,OUT018,2355.3229699439526
FDA31,OUT010,418.12681834348854
FDX14,OUT035,1175.1041779361244
FDA34,OUT045,2964.1464609470677
FDF26,OUT013,2401.008086091724
FDE38,OUT045,2748.122434654195
DRI11,OUT046,1895.6632016804963
FDQ60,OUT027,3012.276910464269
FDL21,OUT027,1208.4497293973493
DRC12,OUT027,5466.819656863111
FDC47,OUT046,3672.566665163841
FDE57,OUT045,2050.9112103433495
FDT14,OUT045,2037.7447029046082
NCZ53,OUT046,3181.1704001279827
FDE28,OUT018,3520.995523981357
FDR19,OUT035,2450.3412385862275
NCF54,OUT019,419.584016030338
FDZ08,OUT046,1337.8205447731257
NCJ05,OUT018,2445.918944123787
FDF59,OUT046,2064.8860521627166
NCO05,OUT035,1630.448206203121
FDW24,OUT018,735.6782997715995
NCX42,OUT018,2772.2491292339373
NCA53,OUT035,745.3313928910495
FDI45,OUT019,426.44067643278186
FDG46,OUT046,1871.5921025626417
FDM20,OUT010,574.3192668643917
FDW11,OUT010,132.54391905766704
FDX08,OUT035,3009.266126749316
NCK17,OUT035,646.6483262227651
FDK32,OUT018,2399.4524931131755
NCA42,OUT035,2624.4839962858264
DRI01,OUT035,2870.4224584867293
NCL55,OUT049,4039.1266073537304
DRE25,OUT018,1475.8926099881887
FDD14,OUT017,3060.1211398627242
FDB10,OUT046,3853.3413926228673
DRN11,OUT035,2413.2848939496253
FDP38,OUT018,747.3267384455997
NCA30,OUT017,3036.957647218363
FDT15,OUT017,3147.944922129279
NCP55,OUT018,898.6872609535219
FDF12,OUT035,2417.673037759262
FDM21,OUT018,3725.8909154814532
FDX56,OUT035,3391.2494298397364
FDF10,OUT017,2434.6036857879367
FDT32,OUT045,3063.19882170312
FDM51,OUT018,1603.5186856499497
NCR50,OUT018,2479.8235412090617
FDI19,OUT049,3975.5610299462855
FDX21,OUT017,1660.3023793302748
FDR31,OUT035,2447.7078930035186
FDY02,OUT013,4156.400892332077
NCA29,OUT045,2971.8780982317567
NCX17,OUT046,3711.997473736241
FDM12,OUT045,3108.6313005416223
FDI53,OUT027,4236.7578588283495
NCU30,OUT049,2783.2441197059775
FDC56,OUT027,3027.0802114128414
FDK27,OUT018,2016.3019307724635
NCK18,OUT017,2869.0372411324897
FDB52,OUT019,572.9313243882473
DRG25,OUT027,5096.171492699256
FDZ13,OUT049,778.3555992707354
FDB57,OUT019,573.9872966380542
FDR40,OUT046,1339.48959934956
NCO14,OUT019,128.57780097894886
NCN19,OUT045,3152.810239262473
FDQ28,OUT019,369.9626839126977
FDO13,OUT018,2556.828933944776
FDK48,OUT013,1370.665242196363
FDU07,OUT018,2410.9703036494107
FDW20,OUT046,2087.1695788307247
FDV12,OUT010,239.6492321723213
FDH24,OUT013,2578.238723353305
FDV59,OUT049,3507.612333027983
FDK57,OUT045,2023.4338952974574
FDL16,OUT027,1223.349592121275
NCQ17,OUT046,2532.295238675814
FDJ15,OUT018,3032.548630519224
FDX24,OUT049,1429.6735768849385
FDT47,OUT046,1533.1520076047245
FDT10,OUT049,924.6887720623348
FDZ37,OUT018,1389.6654701608343
FDW43,OUT027,6004.654557867155
DRN36,OUT017,1498.5467734039128
FDJ14,OUT045,1301.4320414087074
FDA32,OUT013,3442.5189333046187
FDJ38,OUT019,502.66164973527214
FDQ57,OUT017,2438.3064746683867
NCQ41,OUT019,517.5496627839775
FDG56,OUT049,928.6404367423708
DRC13,OUT027,3099.349380884397
FDV55,OUT035,2473.6254504647263
FDQ49,OUT045,2596.714501960758
FDE29,OUT010,131.71983996629356
FDR03,OUT013,3378.611048882708
FDD45,OUT049,1419.8276906831704
FDN38,OUT010,570.4342068009721
FDT56,OUT046,885.0603407741702
FDT48,OUT045,3237.8670395969793
FDU03,OUT049,2926.195427329128
FDC56,OUT010,272.1332020322049
NCO43,OUT027,2831.972407238898
FDQ27,OUT017,1638.0929389161133
FDR03,OUT046,3440.7054100422624
DRH23,OUT010,128.57780097894886
FDG22,OUT045,634.1790431601127
NCJ42,OUT013,1650.0621315559647
FDR24,OUT046,1386.0760348991246
FDW60,OUT035,2964.297063437771
FDJ08,OUT013,3094.660453731435
DRL59,OUT018,776.0766245496682
FDG60,OUT010,570.7311844387425
FDW27,OUT017,2502.1118409175
FDX14,OUT018,1307.8427706637108
FDC20,OUT013,945.4863862224092
NCS29,OUT018,3832.7802541932824
FDJ56,OUT046,1614.3939101182707
FDB20,OUT019,160.58477997928225
FDL28,OUT027,5986.879517563694
FDW01,OUT018,2405.7624120623373
FDL03,OUT046,3126.850860167419
FDX22,OUT049,3566.651869931026
FDJ21,OUT035,2467.1127927937873
FDR31,OUT045,2443.5431961791164
FDG21,OUT035,2464.795515263273
FDS22,OUT027,1213.8509346621777
FDK08,OUT035,1607.7574416431005
FDE17,OUT018,2373.944052168348
NCN30,OUT017,1520.2933573237146
FDT50,OUT046,1557.1065061303632
NCX42,OUT049,2769.3718616842216
FDJ12,OUT035,3519.3506443398132
NCA18,OUT027,3009.3426048463675
FDP23,OUT019,571.3202360837574
FDX12,OUT013,4118.713958274622
FDN40,OUT018,2375.7773616653303
FDV48,OUT035,1276.2099103804917
NCY54,OUT013,2859.087125388465
FDL16,OUT010,128.57780097894886
FDR45,OUT018,3667.5054126272903
FDJ52,OUT046,2653.067656140754
DRG01,OUT017,1242.592053813393
FDP52,OUT013,3853.689676651201
FDU58,OUT017,3163.0105257435584
FDL02,OUT045,1642.8017008701736
FDG28,OUT013,4090.6357012824406
FDA19,OUT035,2039.5256970172081
FDW46,OUT027,1470.2857039867376
NCD43,OUT049,1643.1158592977747
DRG39,OUT013,817.0866964355835
NCF55,OUT049,607.4760031402178
FDJ07,OUT046,1959.4215373249508
FDE08,OUT046,2433.81956030324
FDP56,OUT019,128.57780097894886
FDT45,OUT045,842.7026146364353
FDF17,OUT018,3024.3408232802335
FDX44,OUT046,1384.268686112976
FDM28,OUT027,4856.132116565695
FDI36,OUT049,3192.477768366021
FDS07,OUT045,1906.5567521300677
FDD36,OUT045,1939.6765308584195
FDW11,OUT046,948.3554048200368
FDN40,OUT049,2450.7380489557995
NCQ18,OUT049,1576.7844614746725
NCQ54,OUT017,2865.1462047009554
NCS42,OUT045,1405.1255197587245
DRH39,OUT010,146.28625525605128
FDC09,OUT027,2838.428532865607
FDT08,OUT010,361.2207966662786
FDC08,OUT035,3783.6943508293234
FDT20,OUT017,589.5022047678815
FDS35,OUT035,1022.4900123498257
FDX58,OUT018,3002.840326399981
FDW58,OUT046,1646.3625383205656
DRD27,OUT046,1606.7506561382238
FDH32,OUT019,234.51477657361352
FDS26,OUT035,4111.8091437386065
FDQ31,OUT046,1378.9794835631083
FDP11,OUT018,3244.2862089401706
FDD58,OUT017,1616.4796836893638
FDM33,OUT045,3411.2842654408323
FDZ16,OUT049,3133.0938602010297
NCS29,OUT010,576.3233131868353
NCM18,OUT019,131.71983996629356
FDP11,OUT049,3501.8213676350897
NCC42,OUT017,2106.9445504116547
DRM23,OUT046,2819.4651897251806
NCN55,OUT027,5997.103058628244
FDK46,OUT013,4175.759059911197
FDR01,OUT046,3226.724038837259
NCA05,OUT045,2472.450986150778
NCP43,OUT017,2892.8081447382906
FDR12,OUT010,402.25035453290843
FDQ01,OUT013,4068.51532390757
FDM13,OUT046,2071.3181213503003
FDQ19,OUT017,4015.0425300846437
FDK56,OUT019,482.1992807659267
NCX06,OUT010,466.3570071281316
FDO56,OUT027,3012.276910464269
FDU45,OUT045,1809.58423201031
FDI16,OUT019,128.57780097894886
FDL32,OUT046,1894.4892123937636
FDA07,OUT046,2058.1916323610553
FDA14,OUT045,2427.488072344562
FDV46,OUT027,3126.4571548740105
NCO07,OUT035,3532.1401875939164
NCP41,OUT046,1657.6780690105907
FDY60,OUT018,2053.435364269762
FDN38,OUT017,3960.6275397456934
FDO15,OUT046,1140.3159517875738
FDT60,OUT013,2101.0867471677307
FDA55,OUT035,3743.0318073505123
FDE02,OUT010,227.18316286015795
DRJ39,OUT049,3582.8729792457393
FDV34,OUT035,1125.4913083088709
FDS20,OUT027,5105.053564419375
FDF02,OUT027,2838.428532865607
FDW40,OUT017,2159.399952133539
NCB43,OUT046,3089.288436518257
FDR58,OUT017,1390.411951835074
DRJ59,OUT035,642.190177792239
NCD30,OUT017,1607.4500921870122
FDE14,OUT017,1575.508823240115
FDC28,OUT018,1635.3921183350944
FDU16,OUT018,1348.5958164760814
NCD19,OUT035,874.6868438089712
FDU21,OUT046,611.2471539389629
FDV59,OUT027,6001.429229058567
FDU03,OUT045,3100.7433722809756
FDC33,OUT010,569.4520419095629
NCR42,OUT035,603.8321028213843
DRH59,OUT035,1174.3269883246653
NCM31,OUT035,2096.7465221677207
FDS50,OUT035,3695.675362409405
FDP39,OUT046,816.0894040398001
FDQ55,OUT013,1973.5016887522902
FDV36,OUT019,289.63217565168475
FDI05,OUT027,1888.3035296936512
FDS45,OUT027,2883.9962552433994
FDA39,OUT045,636.9718454709583
FDC37,OUT010,253.641224790569
FDJ60,OUT027,4316.626734609588
DRQ35,OUT046,2054.0954660217712
NCJ06,OUT046,2054.1700763440303
NCY42,OUT018,2414.923844344112
DRM37,OUT049,3201.4222052088944
FDR14,OUT045,775.1519226918422
FDE51,OUT049,685.4015033365393
FDT33,OUT017,2751.980636131721
FDR08,OUT013,1829.4556130601707
FDE36,OUT010,395.76462425024124
FDL22,OUT019,224.51837961661917
FDR44,OUT013,2118.611203024659
FDI56,OUT019,215.34980140715564
FDE47,OUT010,288.5511305823435
FDV27,OUT010,213.74502156034515
FDV10,OUT049,657.8350589751442
FDC40,OUT045,1249.9808925554953
NCX41,OUT013,3436.00426285024
NCQ38,OUT027,2838.428532865607
FDV12,OUT027,2834.7822193288184
FDE52,OUT017,1374.9768862803282
FDG20,OUT027,4699.007973049456
FDV16,OUT027,1203.0065938927814
FDI32,OUT017,1904.127661807162
FDJ32,OUT049,947.5351911579543
FDN39,OUT018,2679.508571243853
FDY34,OUT017,2849.5356295236516
FDC14,OUT035,646.334130228267
FDA55,OUT017,3753.8193399567954
FDZ50,OUT010,460.7360893235745
DRG13,OUT049,2660.0244782828645
FDP01,OUT013,2433.8452489753995
NCG54,OUT017,2868.68191521109
FDM13,OUT045,2050.2483547753623
NCO18,OUT027,4850.224289579759
NCW41,OUT013,2537.850163580466
FDM52,OUT027,3850.9662462863807
NCF55,OUT035,603.8321028213843
FDT09,OUT046,2099.1566485620415
NCM19,OUT035,1718.6932633765175
FDW12,OUT018,2394.5824963191612
FDP15,OUT019,567.923104619925
FDK36,OUT045,742.351651927387
FDZ25,OUT035,2901.884307875285
NCW06,OUT049,3131.879273103172
FDW60,OUT046,3004.3280971817744
DRC49,OUT013,2393.6104960050684
NCT17,OUT035,3146.9629449125664
NCN06,OUT018,2605.8360919917645
FDC45,OUT013,2800.027748349411
DRJ47,OUT019,416.2521742301321
NCF06,OUT045,4103.724234821143
FDE21,OUT010,272.1757071571615
DRG27,OUT013,692.5831180081962
FDW40,OUT049,2097.2127071590257
NCO53,OUT046,3130.1713607004517
FDE23,OUT049,693.5192091744497
FDQ16,OUT046,1653.2889098937733
FDS26,OUT045,4081.662957906912
FDZ13,OUT010,128.57780097894886
FDS14,OUT049,2472.1925202834373
FDC10,OUT045,1968.4874548897105
FDY16,OUT049,3139.946039668165
FDJ20,OUT035,2050.085173126275
FDV43,OUT035,666.9709626321757
FDZ32,OUT027,2842.119135736423
FDR23,OUT046,2840.9917044082417
FDN24,OUT035,833.5621062088846
FDE34,OUT027,5090.617318444613
FDU31,OUT013,3479.0111996174073
FDW33,OUT018,1632.3552222104624
FDU26,OUT046,1935.3230484017906
FDE20,OUT027,4320.405828903313
NCW05,OUT035,1649.9746268902359
FDB22,OUT018,2371.944300477411
FDO56,OUT046,1926.6134395304794
FDA19,OUT027,3126.4571548740105
DRI39,OUT045,878.3935877249519
FDH52,OUT018,952.4254747777911
FDZ50,OUT035,3165.9896659992173
NCN42,OUT035,2499.5402669256573
FDB53,OUT013,2401.084153217076
DRG11,OUT017,1663.6524882185115
DRK11,OUT027,3850.9662462863807
FDQ60,OUT017,2084.9369351486152
FDT36,OUT017,587.4789542193878
DRG25,OUT018,3029.705363042737
DRJ23,OUT046,3105.0622991501573
FDG05,OUT035,2561.5297333042868
NCK06,OUT018,2022.2988227860772
FDU52,OUT017,2442.901001141705
FDW07,OUT018,1384.523268323816
NCM17,OUT045,692.3263755495917
FDA22,OUT045,2771.4366083287982
NCA41,OUT018,2964.214914681916
FDF38,OUT035,651.4265333063166
FDH52,OUT046,959.7901693002935
FDY58,OUT019,579.8764030239174
FDZ16,OUT045,3101.5082450509963
NCM18,OUT017,949.2960072172394
FDA22,OUT018,2652.9974080235556
NCJ43,OUT035,2925.194234410666
FDI34,OUT027,5984.882192579427
FDG56,OUT046,956.3027643360477
FDS34,OUT046,1923.0323714609956
DRC01,OUT035,755.9721593574781
FDQ04,OUT035,637.6201122833482
FDK04,OUT035,876.2392496368893
FDT51,OUT049,1704.448081821106
FDV26,OUT017,3070.1794426720044
FDS04,OUT049,2090.9553027599836
FDW43,OUT018,3596.9334940776143
FDQ28,OUT010,367.3456216552368
NCK06,OUT017,2098.546735885729
FDS23,OUT018,2021.0681553699437
FDZ36,OUT019,493.55682892322096
FDE56,OUT018,980.5348641061568
FDW10,OUT027,4694.547827197837
NCN14,OUT045,3061.157640252873
NCQ18,OUT045,1597.6164069943677
FDW08,OUT017,1654.516875896657
FDU43,OUT035,3932.618860250723
FDR33,OUT010,258.3642640152804
FDM24,OUT010,358.8108478958592
NCZ05,OUT046,1652.1639253214412
NCV41,OUT035,1789.9549273963494
FDV11,OUT018,2784.0769728249556
NCY05,OUT035,603.4279839378787
FDV44,OUT018,2995.4651896234877
FDW32,OUT049,1326.722810800659
NCU18,OUT027,3142.2471446266713
NCC43,OUT035,4067.237214818401
FDW19,OUT013,1731.9436481781343
FDN31,OUT035,3160.3864198379374
FDI48,OUT045,755.2993124735742
FDS24,OUT017,1382.0641954857688
FDF46,OUT049,1936.7271074152532
DRG23,OUT017,2402.2922722705475
FDG14,OUT018,2379.264384132681
NCY30,OUT049,2940.483494041066
FDO28,OUT018,2015.8043226902585
DRD24,OUT035,2065.6435340631233
FDI33,OUT049,1381.6715723394832
FDN32,OUT046,3170.8380919969973
FDR16,OUT045,3461.2130620686075
FDF26,OUT046,2437.7242921718753
NCN29,OUT018,731.3205622292262
FDE20,OUT045,2893.6618127027327
FDA46,OUT046,3179.7055299088656
FDU28,OUT045,3059.786798759654
FDQ48,OUT045,1610.3953793915096
FDV36,OUT013,2127.406597814834
FDR14,OUT018,839.2580998910529
FDP23,OUT017,3543.7915939510112
FDP56,OUT013,792.0964844922694
FDK48,OUT010,147.64206995814422
FDR48,OUT046,2463.8479473255093
NCY29,OUT049,877.1858399001258
FDM22,OUT018,851.3993285732151
DRJ01,OUT013,2558.4722994048925
FDZ43,OUT045,3999.9927723582346
FDV03,OUT035,2497.1360416955085
FDX11,OUT027,4970.76183479474
NCA41,OUT027,5489.162651944094
FDE38,OUT017,2722.8765044118572
FDI27,OUT018,728.4634717385894
FDN32,OUT013,3090.1253552636917
NCN43,OUT017,2101.862428371197
FDB47,OUT027,5946.607837545867
FDV03,OUT017,2486.9709947457964
NCN30,OUT045,1599.4829649485641
NCV54,OUT010,280.6585855396943
FDV07,OUT013,1682.419901409045
FDP07,OUT049,3119.2888595126424
FDK48,OUT018,1118.2164990074682
FDM15,OUT019,358.54867506600255
FDY19,OUT027,3010.7633907827153
FDK46,OUT046,4109.472008701108
FDY11,OUT045,1032.2171210568104
FDH09,OUT046,794.8621481450123
FDO08,OUT027,4313.270059974771
FDU14,OUT013,4161.8920900157045
FDD22,OUT027,2987.0102598053195
FDM27,OUT017,2509.3121656997373
FDL02,OUT027,2850.2115804167615
NCA17,OUT035,2485.7957299922673
FDE38,OUT019,397.7143651126231
NCG07,OUT049,3157.2347028872846
DRC27,OUT013,4069.1130619242713
FDA27,OUT035,4131.465064301574
FDW40,OUT045,2081.615445259
DRI11,OUT013,1944.6968697900832
FDN50,OUT046,1489.3159037534144
FDR12,OUT046,2889.9218668611766
FDT34,OUT027,2838.428532865607
FDW11,OUT035,953.6445544616741
NCO30,OUT027,5108.392358748074
FDZ34,OUT017,3163.1893695208196
FDU45,OUT017,1875.1618578437538
